®É¶¡,¬R·ç2,¬R·ç3,¦V®¼2,¦V®¼3,²±µx1,²±µx2,ºû­Û1,ºû­Û2,¹F¯§3,¹F¯§1,«³ºú2,«³ºú3,®a¥Ý1,®a¥Ý2,°·øÊ2,°·øÊ3,´­·y2,´­·y3,Ãh¦w1,Ãh¦w2,¶i³Ç1,¶i³Ç2,¼sÁ¾1,¼sÁ¾2
0.413,1910.47772,1886.592551,1857.668192,1872.183605,2054.517704,1814.814824,1890.714117,1891.595307,2219.017557,2212.365967,1500.089852,1495.903027,1322.772744,1144.258834,1060.281512,1117.74591,726.303118,1264.119226,959.917653,767.055605,1129.876185,1312.804611,793.305459,814.469709
0.414,1913.657472,1892.315273,1861.967413,1882.684196,2058.02286,1821.673245,1905.062536,1901.641158,2226.490839,2219.99654,1504.384204,1498.918458,1333.263521,1147.918077,1061.553906,1126.805341,729.004516,1268.259833,964.527918,769.756366,1139.088939,1327.585114,796.007376,819.715918
0.415,1920.337016,1898.833222,1868.026568,1892.092425,2062.317062,1829.79886,1919.243462,1913.914585,2231.579099,2224.926685,1505.480409,1500.02939,1342.802942,1153.323572,1063.142872,1135.864274,729.476666,1274.473096,971.997557,774.366629,1150.530583,1339.18752,796.798795,823.847357
0.416,1923.517925,1905.826851,1871.529719,1903.730898,2066.292196,1839.047812,1933.430252,1923.326161,2237.942244,2231.127405,1507.534629,1500.330866,1351.865192,1158.569959,1063.301814,1143.97003,730.596475,1279.259525,977.722932,778.501381,1161.336438,1353.331242,798.549354,828.618057
0.417,1927.015401,1911.70703,1874.228269,1912.48292,2071.232204,1847.974351,1946.339959,1934.323516,2241.75877,2234.468092,1509.265109,1501.276672,1361.720849,1164.770845,1061.552583,1155.096914,733.778223,1284.353972,984.401978,781.202801,1171.504356,1366.6804,799.344585,833.70433
0.418,1931.46705,1919.339754,1877.733259,1921.72316,2075.217212,1855.948391,1961.319126,1944.374552,2244.781559,2239.397739,1509.725696,1502.694943,1371.576339,1168.901794,1063.141545,1163.043723,734.887994,1291.367479,990.125363,785.337053,1182.308226,1380.349601,799.025036,837.996201
0.419,1936.399676,1925.381694,1881.546267,1930.008896,2079.036747,1865.512717,1974.556101,1953.933527,2249.714021,2243.690279,1510.831442,1503.796845,1382.706048,1173.992213,1064.415267,1170.51221,735.202705,1294.873148,995.212962,788.037812,1193.432474,1393.22374,800.296771,843.083468
0.42,1938.784532,1932.533937,1884.414299,1937.814781,2084.295159,1873.645537,1990.32983,1963.181304,2250.506631,2245.122948,1513.04595,1505.374062,1392.722801,1180.194262,1063.301156,1179.571638,737.112721,1299.808318,1001.889195,793.444793,1204.712019,1406.734158,800.456545,848.486637
0.421,1945.462583,1937.782639,1887.266775,1946.892397,2087.952734,1883.529096,2002.606604,1975.144377,2253.214015,2249.259187,1512.22326,1506.794519,1401.624948,1184.64476,1064.573057,1187.359335,738.866641,1305.704186,1006.660725,797.418939,1214.723477,1421.197926,800.138485,853.892955
0.422,1951.503362,1944.300916,1889.491667,1953.579466,2092.735651,1893.095096,2015.836373,1985.51347,2254.330775,2250.532583,1512.687028,1507.736963,1413.866284,1188.622222,1065.209172,1196.418613,740.615375,1310.798799,1013.97539,802.029535,1226.324228,1434.232664,799.979705,858.661333
0.423,1957.228574,1950.820192,1891.876501,1961.37899,2095.277425,1901.862523,2025.874884,1994.601638,2253.857908,2252.281318,1511.552973,1508.677403,1422.451362,1194.027722,1066.321631,1203.41274,741.087856,1316.057212,1020.336053,804.255938,1237.12942,1447.424033,799.659162,864.703602
0.424,1959.297383,1957.179029,1895.20916,1969.506609,2098.775888,1910.480546,2037.507344,2004.962034,2255.129642,2253.078037,1512.175355,1508.981894,1433.899789,1197.368246,1064.253841,1212.949009,743.948532,1321.468043,1025.583422,809.661428,1247.137897,1461.092568,800.775099,868.200083
0.425,1962.796018,1963.378592,1896.167175,1975.23717,2103.231372,1920.368959,2048.346582,2016.285978,2254.654788,2252.762133,1512.952492,1509.443657,1443.597989,1203.727255,1066.797643,1220.416991,744.754641,1327.359389,1033.530568,812.998797,1259.215985,1475.237945,799.18762,873.444641
0.426,1965.498603,1967.991669,1899.662623,1984.000241,2104.340465,1928.337482,2059.979704,2026.970626,2253.388847,2251.015383,1511.972033,1509.897552,1454.727363,1209.293849,1064.730514,1229.477909,746.032733,1330.544317,1039.893543,818.565054,1267.47655,1487.794353,798.870555,878.534059
0.427,1970.748955,1973.715385,1900.605083,1990.524521,2107.362091,1937.587097,2070.015169,2036.703274,2251.484804,2251.175487,1510.203537,1510.520432,1464.425891,1212.314826,1066.480411,1236.629824,746.990251,1336.595785,1044.819877,821.902258,1276.216934,1500.352585,798.23328,881.713641
0.428,1974.565812,1981.507055,1903.636914,1998.327225,2109.424526,1946.683631,2080.379741,2044.996713,2249.740369,2248.95322,1508.436714,1510.346744,1474.125912,1218.199647,1068.864936,1245.372191,748.735639,1340.418169,1051.021758,827.307581,1287.818017,1512.58895,796.80442,887.752599
0.429,1977.905835,1985.323913,1903.784811,2003.584628,2111.647912,1956.417107,2088.980685,2056.15752,2247.03878,2245.616841,1507.612351,1509.999881,1484.936897,1222.175127,1066.795824,1253.636894,749.68345,1345.189872,1056.904419,832.23756,1297.031758,1525.944395,797.439874,891.090627
0.43,1981.724683,1989.778542,1906.961705,2010.91167,2113.393118,1964.226519,2096.308738,2066.209732,2245.930794,2242.757964,1505.845528,1510.93815,1493.363523,1227.10627,1068.861295,1263.014381,749.373427,1349.012753,1064.05981,838.277509,1306.088711,1536.59312,795.851571,895.860664
0.431,1984.110527,1995.505403,1907.915363,2015.847503,2115.935903,1972.686606,2102.839711,2076.086599,2242.756008,2239.422742,1504.874941,1510.766798,1502.903441,1231.081917,1069.816629,1271.119142,750.803094,1352.194335,1070.100755,841.297318,1315.783428,1548.356953,796.64845,897.290845
0.432,1986.97454,1999.958375,1910.451953,2022.371783,2117.84307,1982.261484,2111.912473,2085.348439,2239.421779,2237.678144,1501.828021,1509.788177,1513.240398,1235.374958,1070.611363,1278.272878,751.916045,1358.081838,1077.098357,846.864405,1323.886838,1559.166776,796.646297,901.424765
0.433,1989.52049,2003.299389,1912.520583,2027.628688,2120.384513,1992.789855,2117.804482,2095.706318,2237.041393,2231.481727,1501.009008,1510.887894,1522.302644,1240.463064,1073.154168,1286.695366,752.876246,1363.176617,1084.413192,853.380362,1331.990773,1569.818478,796.015644,904.603521
0.434,1991.746732,2008.070589,1915.065703,2033.368791,2121.167679,2000.930212,2122.897754,2104.47459,2233.386956,2226.87494,1499.242351,1509.430928,1532.160448,1245.393874,1071.404769,1295.754467,753.035524,1365.562128,1091.886637,856.71972,1340.413594,1581.104943,796.491984,907.145993
0.435,1994.133075,2009.823294,1915.84771,2037.983884,2121.960222,2010.341124,2127.674641,2112.624307,2229.577051,2222.266822,1497.46968,1508.616272,1541.860301,1250.323199,1073.787968,1303.065163,755.423553,1368.263361,1096.180332,862.124544,1347.883893,1590.322491,796.332541,908.738099
0.436,1996.523226,2013.325075,1918.865824,2045.154996,2123.539625,2019.435985,2133.083783,2120.912726,2225.130863,2216.706527,1496.661717,1508.586638,1552.830233,1254.77618,1073.787142,1312.123599,753.512361,1373.836153,1102.857229,867.84975,1355.828385,1599.383245,797.445826,911.439682
0.437,1998.43058,2015.712244,1919.497582,2049.293085,2122.575399,2029.332597,2136.738012,2129.686349,2222.751306,2210.989102,1494.570144,1507.935781,1562.690522,1259.23115,1076.647675,1319.591916,755.903902,1377.817814,1110.491941,872.77542,1363.613602,1608.607578,797.285058,913.029967
0.438,2000.339423,2015.718864,1922.36394,2054.228421,2122.884246,2037.14418,2138.792066,2139.0991,2218.780964,2205.74785,1493.443792,1505.528487,1571.912542,1263.684793,1076.330115,1329.764636,756.698796,1381.157,1117.010717,878.659237,1370.604579,1617.032546,797.44566,916.05259
0.439,2000.977361,2019.375783,1924.583151,2057.89504,2124.145923,2044.48512,2142.608421,2145.958516,2215.604194,2198.755711,1491.350547,1505.984221,1584.157023,1268.61561,1078.711992,1337.39173,757.017019,1385.609635,1124.163607,883.904786,1377.123027,1625.616957,797.764877,919.23217
0.44,2003.207243,2019.699134,1925.219763,2063.468495,2123.181863,2052.625809,2145.623173,2153.131301,2211.635343,2191.765059,1489.583061,1504.04858,1594.17394,1273.227539,1081.733295,1345.656597,757.496871,1388.631096,1132.115054,888.99288,1382.206653,1632.134241,798.72054,919.232996
0.441,2004.003462,2021.451017,1930.152415,2068.092631,2123.332096,2059.649024,2147.207263,2160.475422,2208.619174,2186.364037,1486.215069,1503.389855,1604.509744,1276.728333,1081.254803,1354.081074,759.412585,1393.087921,1137.04669,893.763576,1389.199287,1641.039524,798.242378,923.527683
0.442,2006.710512,2020.659759,1931.416941,2072.228551,2122.200725,2068.262359,2146.871118,2169.242849,2204.490381,2179.691444,1483.816819,1500.346447,1615.640608,1280.227969,1083.003543,1363.77414,758.785168,1396.100685,1144.517819,901.71022,1396.82754,1648.669268,798.876672,926.550137
0.443,2007.665015,2023.208032,1933.805799,2075.416659,2120.750136,2075.60966,2147.806191,2174.0256,2202.267621,2173.656595,1483.324909,1500.166232,1626.292813,1285.317728,1083.954572,1371.244611,759.8931,1398.164461,1151.03875,905.209182,1401.752716,1654.869984,801.103744,929.253044
0.444,2009.259939,2023.051729,1937.304263,2079.718051,2119.777031,2083.899919,2148.266447,2181.044624,2198.296615,2166.982348,1481.401989,1497.922075,1637.421198,1291.203545,1085.543377,1380.620778,760.374957,1401.661915,1157.083175,911.728288,1408.589548,1661.866922,800.626075,932.748863
0.445,2009.261759,2022.896921,1938.735271,2083.224217,2117.543923,2089.483925,2147.448445,2185.509318,2193.690327,2160.78974,1480.273632,1496.143872,1647.121215,1297.88442,1086.335789,1389.358674,760.366923,1405.313128,1163.600295,918.563464,1414.469724,1668.860711,802.851817,935.13487
0.446,2011.488165,2023.221932,1941.751878,2087.042079,2115.936393,2095.863323,2147.75711,2192.047993,2190.673496,2155.386233,1478.50497,1495.172275,1659.208903,1301.22577,1088.562691,1397.148363,762.765322,1408.964176,1169.485278,924.128561,1417.804282,1674.107751,802.374322,938.792282
0.447,2012.125935,2024.495321,1946.371327,2089.434283,2113.845152,2102.247243,2145.509773,2198.106998,2187.655011,2148.23614,1476.25914,1493.557208,1670.179331,1308.542265,1088.401927,1405.889077,761.328465,1411.344669,1175.687324,929.852936,1423.528159,1679.832458,803.488268,941.972857
0.448,2012.604594,2025.134083,1948.914277,2093.574062,2110.004016,2108.464349,2144.693096,2202.09401,2184.160347,2143.310465,1474.815575,1490.990637,1680.674414,1313.790968,1090.467564,1414.152123,764.040234,1415.313608,1182.366867,935.892057,1430.362013,1685.715615,804.124053,947.060454
0.449,2013.721523,2026.091735,1952.261497,2096.599713,2107.438621,2113.563484,2141.965409,2207.035707,2181.301971,2137.909278,1472.72768,1490.493541,1691.011709,1318.563826,1092.851096,1422.574283,765.156698,1418.332898,1188.568251,941.93565,1434.972114,1692.70858,803.807654,951.989104
0.45,2014.675033,2026.253823,1956.229261,2100.271004,2104.244483,2119.462533,2141.148883,2211.179826,2177.489251,2130.28152,1471.925746,1489.034902,1702.302019,1325.246025,1094.12366,1430.996114,765.954109,1421.34649,1195.406244,948.295643,1440.375947,1697.63922,803.967096,955.645857
0.451,2015.789476,2027.532013,1958.94103,2103.61622,2101.513947,2126.167691,2138.579629,2214.679631,2174.948268,2127.105077,1470.472127,1488.229954,1712.954227,1330.495887,1095.550371,1439.099055,767.706024,1424.207498,1201.927342,954.177309,1444.66633,1704.472742,804.124885,959.14151
0.452,2016.587353,2028.011832,1963.714736,2106.797802,2097.356593,2130.625345,2136.968406,2219.304099,2171.136207,2122.021784,1466.953239,1487.571063,1723.450799,1337.334216,1096.505372,1447.68016,768.347655,1425.944173,1207.014445,960.853545,1450.072482,1710.992344,804.601393,964.229272
0.453,2016.11399,2029.447148,1966.572397,2109.505214,2095.753238,2135.092209,2134.237538,2220.896224,2166.846817,2115.347867,1466.148456,1485.808762,1731.083694,1343.541062,1097.616838,1456.104142,771.216199,1428.483943,1212.422258,968.165725,1455.317534,1716.556286,806.192507,967.56747
0.454,2016.432709,2029.767355,1969.121046,2111.734298,2090.797478,2138.909408,2131.041048,2222.644461,2163.511269,2111.694588,1464.705554,1485.312329,1742.055944,1350.061995,1099.048841,1462.936675,774.084246,1429.429733,1220.214759,974.68483,1460.243869,1722.120725,805.555897,972.972132
0.455,2017.229924,2030.884946,1972.149198,2113.166814,2085.997151,2142.734128,2129.429991,2226.464825,2162.403283,2105.97402,1463.100029,1483.375014,1750.963389,1357.062084,1101.271771,1474.062409,774.243358,1433.553609,1224.825523,981.998668,1464.05808,1728.159849,804.760505,977.105227
0.456,2018.024822,2032.795443,1975.957519,2115.236439,2082.951407,2145.443727,2125.751976,2227.736556,2158.431122,2102.958181,1460.85337,1482.7173,1758.436014,1363.265126,1103.49768,1480.259159,777.274028,1433.708364,1230.393766,989.313167,1467.714002,1733.245633,805.557722,983.30512
0.457,2017.231086,2033.276916,1978.655887,2117.621287,2078.956677,2150.061337,2124.140752,2228.684533,2155.255511,2097.395729,1459.886626,1481.587601,1766.707508,1370.583765,1103.65613,1490.907554,779.02644,1436.40105,1235.958871,996.463755,1473.436887,1741.035148,806.511396,988.39073
0.458,2018.823357,2034.553947,1982.954596,2121.121258,2075.910767,2152.286396,2122.378286,2229.483602,2152.716513,2094.219126,1459.250843,1481.096519,1775.296565,1376.788128,1105.880384,1497.421534,781.422007,1438.145925,1239.936164,1003.61881,1476.773428,1745.961487,808.577364,993.318061
0.459,2016.760039,2036.783825,1985.822461,2122.713549,2072.230416,2154.196246,2120.775097,2231.70548,2146.995777,2090.565679,1457.798731,1479.162053,1783.565744,1383.948154,1108.105299,1504.889188,782.702269,1440.047576,1247.253482,1010.933477,1479.796215,1751.206875,808.261788,997.451155
0.46,2018.190719,2038.220135,1987.883058,2124.457927,2070.463758,2155.940956,2118.845484,2231.853709,2145.251676,2086.751805,1457.63243,1478.994395,1790.085685,1390.786977,1108.900032,1512.516453,786.049324,1442.906413,1252.023025,1019.517224,1483.769036,1757.566049,810.008872,1002.218547
0.461,2015.65106,2037.586503,1988.343661,2126.052072,2066.463346,2157.210832,2117.233598,2231.214745,2140.168054,2081.827948,1458.582411,1478.328796,1795.652118,1398.900846,1111.600958,1519.826156,785.730588,1442.415512,1257.431501,1024.924537,1487.423805,1763.923892,810.486703,1006.6697
0.462,2016.924119,2039.659423,1994.239513,2127.166183,2062.945784,2157.677962,2114.837022,2232.003942,2136.5166,2078.331993,1456.181494,1476.87569,1802.811652,1403.675189,1111.916864,1529.201992,789.71962,1447.181516,1261.726027,1032.715047,1491.87694,1769.962191,812.556147,1010.002932
0.463,2016.607551,2040.141226,1997.417749,2130.180786,2059.257399,2158.155628,2114.823787,2231.032692,2132.069419,2075.155556,1455.532311,1475.748493,1807.744452,1410.514836,1113.985151,1537.305957,791.151805,1448.605485,1267.608029,1039.709502,1495.373425,1776.482132,812.872879,1015.728304
0.464,2016.928261,2040.462427,1997.887712,2129.532778,2055.259488,2158.624597,2114.174438,2230.873746,2127.305673,2069.91199,1454.887152,1475.250056,1814.425655,1418.152697,1115.414676,1546.206611,794.820429,1449.238751,1273.493505,1046.228276,1498.710462,1783.315986,815.097132,1019.384562
0.465,2015.180018,2042.215136,1998.831332,2130.962279,2050.45497,2159.412949,2113.363294,2229.74254,2122.063764,2066.258216,1454.242325,1474.759155,1819.039407,1426.265567,1118.433162,1553.199743,796.26232,1453.365294,1278.583922,1053.859181,1499.825736,1788.398455,816.21058,1024.947012
0.466,2016.29529,2042.856381,1999.45774,2130.156336,2046.29644,2159.715104,2112.235947,2228.779656,2117.775037,2063.083266,1454.717308,1471.395851,1824.130823,1433.106707,1120.022128,1559.876175,797.698514,1454.316451,1283.83229,1060.698165,1501.57298,1796.34891,817.325516,1029.237727
0.467,2014.390586,2041.907341,2002.640647,2132.061665,2041.183573,2158.11309,2110.787181,2226.695455,2110.465669,2058.155605,1452.959197,1469.788984,1828.266574,1441.059807,1121.929814,1567.025441,801.686205,1455.736908,1288.444876,1067.217601,1504.592626,1803.180613,820.18688,1034.162905
0.468,2013.756458,2042.865982,2002.149581,2131.575452,2036.851371,2157.469605,2109.661161,2226.046105,2103.795395,2054.024828,1452.466624,1468.654763,1833.039272,1449.173341,1123.679382,1573.856979,806.474986,1457.007298,1294.488966,1074.210899,1508.408987,1808.108772,821.619047,1037.662036
0.469,2013.122496,2042.710841,2006.124037,2133.962637,2030.620533,2155.69811,2109.011812,2223.968596,2098.712267,2048.46486,1450.866449,1466.567713,1836.542715,1456.33204,1125.742869,1582.439572,808.867024,1458.264287,1300.374776,1082.321952,1510.315182,1814.94299,823.052047,1044.972065
0.47,2012.012519,2044.466531,2007.867902,2133.787954,2025.18174,2154.575104,2109.31781,2222.037311,2091.880763,2044.652634,1450.539182,1466.072953,1840.364218,1464.28613,1127.014439,1588.955704,810.461832,1458.412184,1304.82792,1088.046161,1513.175713,1821.617236,825.434577,1049.103671
0.471,2012.012523,2041.924387,2006.586795,2135.371548,2020.066356,2152.96673,2107.870386,2219.317493,2085.050551,2039.886239,1449.579478,1464.944762,1844.498615,1472.557451,1129.080742,1597.856025,813.657643,1459.042601,1311.666577,1096.313011,1516.198006,1826.86577,827.818272,1055.621124
0.472,2012.651286,2042.089457,2008.651401,2134.408663,2015.10223,2151.844071,2107.855478,2215.95654,2078.218023,2034.803273,1448.286493,1462.058627,1846.889965,1479.557204,1130.666893,1605.165392,815.727781,1460.138308,1316.277837,1102.357432,1516.675837,1834.810427,829.091824,1061.025127
0.473,2010.587634,2042.412481,2008.95773,2134.717345,2008.547802,2150.235862,2106.730467,2214.033952,2073.291687,2030.670012,1446.534397,1462.843632,1849.756134,1488.308505,1133.687869,1613.429432,819.082041,1462.840701,1321.684984,1108.556826,1519.537033,1841.486993,830.047817,1066.586753
0.474,2008.679291,2041.94011,2011.028697,2135.029041,2001.356266,2147.992549,2106.868807,2212.107355,2066.143417,2024.791984,1446.525187,1460.277574,1853.098781,1494.51121,1135.91063,1618.674159,823.710021,1461.866437,1326.775401,1116.984113,1520.809757,1848.481282,831.953679,1071.03691
0.475,2008.365371,2041.945405,2012.288022,2134.380702,1994.644566,2145.427154,2106.694787,2208.42717,2058.833886,2018.595901,1444.764062,1457.232162,1854.853021,1502.941973,1138.932428,1625.66663,826.735672,1463.287904,1332.341993,1123.188804,1523.351901,1855.473421,832.115602,1076.439754
0.476,2008.206258,2042.740964,2014.358144,2134.370316,1988.879682,2144.78299,2107.312482,2206.976233,2052.639623,2014.148887,1445.239723,1456.898021,1856.925946,1510.263093,1139.724348,1633.137596,829.612582,1463.273327,1339.02369,1129.549296,1525.101632,1862.945381,834.023615,1083.275261
0.477,2006.300563,2038.933707,2014.500012,2135.16102,1983.119983,2143.173787,2105.709293,2206.808062,2045.328931,2009.382324,1443.321492,1454.965228,1860.587181,1519.329971,1142.266326,1640.925125,832.798686,1465.16711,1344.750223,1137.660676,1527.326545,1870.892519,836.56609,1089.952486
0.478,2004.873025,2039.098115,2017.521969,2135.78592,1973.699197,2138.854473,2105.696886,2202.325793,2037.544713,2002.864867,1443.948727,1453.993134,1862.340395,1527.125612,1145.922753,1647.283139,836.627431,1463.871773,1350.473775,1144.338561,1529.871999,1878.36332,837.521089,1095.196382
0.479,2003.443175,2036.557793,2017.036751,2134.662416,1969.222942,2139.010404,2104.083658,2200.07645,2030.872284,1997.465006,1443.305076,1452.383584,1865.04828,1535.554389,1148.147668,1653.795954,838.702257,1465.129773,1356.200139,1149.109758,1530.187907,1884.720666,837.204187,1099.961455
0.48,2002.331379,2035.924326,2019.894412,2134.493598,1962.34996,2134.850201,2103.109891,2197.510045,2024.197378,1990.631646,1443.301383,1450.296367,1867.122693,1543.987305,1149.418081,1660.313739,844.122133,1464.480258,1362.560964,1154.675512,1533.048769,1893.462871,839.58937,1107.592357
0.481,2002.65225,2034.497949,2019.723241,2134.165155,1955.955654,2132.918584,2102.780604,2193.666226,2015.61694,1986.1843,1443.131222,1449.8001,1868.55636,1551.461911,1152.436571,1667.624927,845.876384,1463.024468,1368.128714,1161.514167,1532.255033,1901.886848,838.793317,1112.521007
0.482,1999.951822,2033.072068,2021.473136,2133.207968,1948.118793,2131.157625,2100.694382,2189.660281,2009.580461,1979.194146,1442.0109,1448.355691,1869.835713,1558.145593,1155.774441,1673.825316,850.337731,1463.013916,1373.535862,1168.671213,1533.846644,1910.1537,840.862099,1118.08379
0.483,1997.56763,2029.897784,2022.251118,2133.189548,1940.298498,2129.707699,2098.93175,2185.657848,2001.4757,1972.519236,1442.003529,1447.229007,1872.385971,1567.211146,1157.679972,1680.975576,851.613969,1461.556288,1381.963319,1175.349426,1536.068913,1920.011173,841.497381,1126.348158
0.484,1997.091783,2027.359117,2022.258473,2131.110366,1933.108635,2126.191479,2096.835158,2182.136443,1994.644824,1967.118046,1441.835539,1444.664457,1874.300611,1574.211065,1159.427553,1685.746112,857.031161,1461.703009,1388.959762,1182.349841,1535.593562,1927.002818,841.180154,1132.388109
0.485,1994.392678,2023.228503,2023.991139,2131.58452,1926.873109,2123.311041,2094.117012,2178.135517,1988.288469,1960.922456,1440.713377,1443.37515,1875.100309,1581.529206,1163.399387,1691.941537,860.05832,1460.096142,1394.210116,1189.028554,1538.455585,1935.110394,842.290291,1138.586178
0.486,1993.916664,2021.644839,2025.25767,2129.97699,1920.796695,2118.519412,2092.503106,2171.902161,1980.342158,1955.519446,1440.079433,1440.327898,1878.287182,1589.004144,1166.420187,1697.82304,862.757548,1458.636675,1402.478791,1194.595971,1540.048029,1943.534536,842.610499,1145.420527
0.487,1990.581776,2018.30929,2025.569532,2128.535098,1912.810927,2116.271577,2090.741302,2167.894212,1974.306012,1948.688238,1439.911443,1439.512564,1878.77081,1596.641665,1168.486659,1703.22423,864.994831,1459.578953,1408.684145,1200.477801,1541.795609,1953.069815,841.977196,1152.89149
0.488,1988.039465,2014.499549,2025.244104,2127.411098,1906.734512,2113.700997,2087.527718,2164.370786,1968.110094,1940.901698,1440.861258,1437.114827,1880.684621,1605.706397,1172.142916,1709.266002,868.976659,1458.766815,1414.886024,1206.998393,1542.908397,1961.658535,842.611159,1158.296484
0.489,1986.610437,2011.004888,2024.910144,2125.652491,1899.707438,2109.7061,2084.810039,2158.45499,1960.959173,1936.772076,1440.697791,1435.819143,1881.962614,1613.974903,1174.36816,1714.984922,871.368366,1456.837202,1421.722861,1212.565808,1544.338913,1970.241292,843.090478,1164.175172
0.49,1984.864843,2007.194188,2025.703184,2124.206077,1892.837968,2105.229679,2079.378783,2152.377566,1952.854908,1930.415722,1439.731229,1432.623332,1881.968575,1621.452984,1176.11293,1719.595354,874.706889,1456.502398,1430.467216,1220.83746,1545.609655,1979.462652,842.451548,1170.853061
0.491,1981.847185,2004.338289,2025.686784,2124.518105,1885.164244,2100.589293,2077.142494,2149.174715,1946.817605,1923.584512,1439.572614,1430.849982,1883.406047,1629.884741,1178.973628,1724.680142,879.010119,1454.571113,1438.101429,1223.859421,1546.724928,1988.044584,844.203596,1179.116435
0.492,1976.921839,1999.093068,2024.571647,2121.002894,1878.614504,2096.43328,2073.29967,2142.30223,1941.41476,1917.387599,1439.407805,1431.000878,1885.637747,1634.179596,1183.582736,1732.151274,880.758854,1455.350437,1443.66686,1229.742723,1548.790731,1995.51621,843.569632,1185.794488
0.493,1975.176577,1995.918287,2024.880825,2119.561334,1871.741854,2092.902831,2070.412871,2135.75249,1933.947605,1911.351454,1438.926446,1428.280728,1885.325154,1642.611684,1186.918947,1737.394841,884.104401,1452.785042,1448.758433,1235.311132,1551.173767,2005.692568,843.249918,1192.151335
0.494,1972.317363,1990.041087,2024.875127,2117.798039,1863.920896,2088.742296,2063.865484,2130.155415,1926.957452,1905.1552,1437.799596,1425.861557,1886.124519,1649.766573,1189.30546,1739.938479,888.097111,1451.175326,1458.931314,1241.989512,1553.718725,2013.320491,843.250412,1198.985025
0.495,1969.455503,1986.231513,2023.426543,2116.839345,1857.68567,2082.195571,2059.713978,2122.490388,1921.552623,1897.685066,1437.642324,1425.379338,1887.402047,1658.993559,1192.959896,1746.451796,891.272166,1450.358168,1467.201644,1245.647755,1556.263683,2021.11332,843.247929,1206.296219
0.496,1963.736588,1981.464622,2025.014643,2114.281984,1849.694883,2077.078016,2054.75772,2116.096082,1914.723566,1890.218403,1436.992809,1423.609003,1885.977655,1665.833204,1194.865927,1749.629727,894.135857,1450.338075,1475.947981,1252.805788,1558.809308,2031.763702,842.773411,1212.974438
0.497,1959.923368,1976.063933,2024.047734,2111.880404,1843.144481,2071.642404,2048.530726,2110.500514,1908.047501,1883.861886,1438.264706,1420.250553,1888.369463,1673.627357,1197.885242,1754.239333,898.600551,1447.616252,1483.103372,1257.893552,1560.871468,2037.486089,842.771424,1220.124524
0.498,1954.680298,1972.094915,2025.317611,2110.437337,1836.117572,2066.041485,2044.376386,2101.56074,1901.373586,1875.756956,1436.190709,1419.117011,1886.623686,1680.307396,1200.586335,1757.574391,901.470602,1445.838893,1491.690769,1261.712887,1565.643496,2045.594988,843.089811,1225.36842
0.499,1952.457365,1966.851181,2023.396033,2106.759503,1827.967342,2061.088393,2038.305157,2094.684744,1892.474756,1867.652853,1436.184348,1416.555128,1887.107971,1687.784978,1204.082322,1762.978229,906.892648,1444.709195,1499.482933,1270.142325,1566.436571,2053.546265,843.410352,1232.36238
0.5,1947.371586,1961.607948,2024.182546,2106.112837,1822.374789,2054.698774,2031.123328,2088.928059,1888.025755,1860.978775,1436.335425,1414.9419,1886.477978,1697.168923,1207.896864,1766.31726,910.077245,1443.739618,1508.388055,1274.277904,1570.569173,2060.541052,843.88504,1236.970495
0.501,1943.084838,1957.161432,2023.055018,2102.279901,1815.031497,2049.259982,2025.842139,2081.584933,1881.032623,1854.623244,1434.253228,1412.697245,1886.483108,1704.324805,1210.597459,1769.813581,913.270207,1441.655914,1514.906502,1278.731203,1572.955183,2068.491665,843.406542,1243.328505
0.502,1937.682159,1953.668097,2022.72573,2099.081241,1807.20368,2043.829223,2020.575014,2073.592473,1874.359206,1846.832736,1434.57831,1410.295815,1885.217992,1710.690924,1214.253056,1772.357217,918.682214,1438.119948,1523.01772,1284.454917,1576.92768,2074.694036,844.837886,1249.843472
0.503,1933.39243,1949.062138,2023.663487,2098.596701,1799.698096,2035.843124,2014.828037,2066.560876,1868.160806,1840.635823,1433.769517,1408.845377,1883.155828,1718.166024,1216.160244,1776.807051,922.029435,1437.308306,1531.127615,1289.864047,1579.947822,2081.689815,844.679769,1257.631829
0.504,1928.944587,1943.977518,2021.577099,2094.923721,1791.559081,2029.127912,2008.597033,2058.104467,1863.397057,1832.850276,1434.085404,1407.085759,1883.638459,1725.960011,1221.24702,1781.098103,926.014111,1436.343583,1539.237015,1294.475135,1582.650236,2087.252594,843.249584,1265.102298
0.505,1924.335148,1939.848728,2021.404753,2089.972483,1783.892712,2022.104018,2003.490693,2051.391094,1857.197828,1826.491937,1433.282973,1406.592009,1881.259392,1734.548563,1222.51412,1784.595744,931.113246,1433.773169,1547.346743,1299.722671,1585.354307,2095.363313,843.08981,1267.964652
0.506,1918.930976,1934.92322,2021.546786,2089.16972,1777.508113,2016.193242,1997.260518,2044.519785,1850.524575,1818.386513,1432.164158,1403.870849,1880.630556,1742.977832,1226.170545,1786.977786,933.988317,1432.002503,1557.044442,1306.084819,1588.373958,2101.56436,843.726754,1272.572592
0.507,1914.323357,1930.633995,2018.984737,2084.857098,1770.637814,2008.682307,1990.392224,2037.009347,1845.437473,1810.439536,1433.274592,1404.181867,1880.316795,1749.340478,1228.557058,1790.952104,938.44833,1429.118553,1563.564215,1311.334338,1591.392774,2107.289398,844.044479,1278.931596
