®É¶¡,¬R·ç2,¬R·ç3,¦V®¼2,¦V®¼3,²±µx1,²±µx2,ºû­Û1,ºû­Û2,¹F¯§3,¹F¯§1,«³ºú2,«³ºú3,®a¥Ý1,®a¥Ý2,°·øÊ2,°·øÊ3,´­·y2,´­·y3,Ãh¦w1,Ãh¦w2,¶i³Ç1,¶i³Ç2,¼sÁ¾1,¼sÁ¾2
0.196,70.320108,92.326537,90.50351,107.504804,85.784774,63.850835,76.470865,119.768355,7.703198,12.517755,95.962302,102.075777,392.302065,253.236187,342.03176,362.000596,366.031237,284.541397,555.935276,637.343439,551.063479,418.18965,615.95791,456.684743
0.197,71.906921,94.395817,91.29857,109.741756,87.698649,63.213213,81.72777,123.122268,7.702037,13.631533,97.867133,103.986638,395.956833,254.666701,345.68636,362.002915,367.311003,288.363616,556.254655,638.297448,547.2501,414.690683,615.48157,455.094456
0.198,72.544856,95.984119,91.147824,110.2201,88.977902,62.25268,84.769323,124.715071,7.386299,14.426929,100.74237,104.939136,396.274888,257.211989,349.341126,361.523263,370.18843,290.92482,553.392632,638.614515,545.343576,410.084551,615.164667,453.823053
0.199,72.864403,97.731038,93.053666,111.179125,90.573886,61.297001,89.07691,125.523019,9.135533,14.266162,102.009579,108.445136,398.502118,259.437236,354.74496,358.665046,372.587673,295.710586,552.597407,637.976249,539.938252,405.951454,615.004561,452.392707
0.2,75.406547,99.004925,94.32606,112.611973,92.006899,60.023762,91.941445,128.717488,8.022575,12.359803,105.67653,109.561266,399.453974,260.867084,355.697806,358.18887,377.379634,300.019349,550.850822,637.819457,536.281831,402.613256,614.68783,451.913883
0.201,77.31506,102.024901,96.400886,112.61449,92.960739,59.546925,95.133232,129.997252,8.342955,14.265832,105.999109,113.070281,400.882504,264.205939,359.67179,357.71203,378.334982,305.449097,550.212721,639.088876,534.694023,398.322866,614.368944,449.847916
0.202,78.429339,105.999712,96.71727,114.69634,93.761663,59.057034,97.20973,131.114892,8.97708,15.53922,108.067905,116.094591,401.200065,267.703747,362.850045,357.714017,381.851021,309.919821,549.258546,637.655218,529.765864,394.666441,615.642163,449.847917
0.203,78.746074,106.476719,97.994518,114.699686,96.153702,57.465407,100.874842,132.717236,8.181025,15.061722,111.257853,118.172084,401.360995,271.199897,367.14076,355.647053,383.611483,316.463531,547.829856,638.131728,527.541944,390.694439,615.165491,449.847751
0.204,81.609088,108.861074,97.841933,116.773683,97.588735,57.149354,102.62641,134.636131,8.498586,14.903932,113.972305,120.404016,401.678556,274.220696,372.228855,355.80567,385.850439,320.612338,547.35103,639.246174,525.158578,386.876588,614.37059,448.574201
0.205,82.404316,111.40636,99.593848,116.934302,98.710218,55.873779,103.737854,135.114641,8.022077,15.698662,115.399967,122.786016,401.35868,276.127388,371.909636,353.74086,388.253195,327.482305,545.921507,640.834478,521.980154,382.109363,614.848422,446.667508
0.206,84.470121,114.106954,103.094995,119.329024,101.419651,56.185475,105.96225,136.712298,8.657199,16.494224,119.068922,126.13592,401.359009,280.738809,377.155021,354.694206,390.009632,332.584289,546.079793,638.766196,518.166771,380.679837,615.641824,447.938416
0.207,85.58357,114.268716,103.580197,122.044652,103.805841,54.908724,106.28415,138.474252,7.864624,16.175998,120.985978,129.166424,400.248375,284.234959,379.378113,353.742679,392.245408,338.176164,544.967672,639.400495,514.829403,376.229841,616.122141,445.870465
0.208,87.967929,117.288524,107.259373,121.248416,106.520293,54.910232,105.645518,139.594906,8.66101,18.082855,124.013634,132.514307,399.611103,288.845057,382.398251,352.629229,395.596653,344.874463,545.285729,639.400169,511.330436,372.255858,616.278768,445.713342
0.209,88.287809,121.263668,111.406009,121.565644,109.227887,52.835075,107.706446,141.513967,10.089535,19.1973,127.520644,135.216716,399.133269,292.021328,384.783601,351.835824,397.673996,350.630137,545.761744,640.194405,508.630506,369.236047,616.279098,445.871456
0.21,91.30977,123.01224,114.445045,124.601334,110.825378,52.83206,108.343058,142.958873,10.090033,19.357902,128.47465,136.97047,396.590133,294.568104,388.120306,351.040762,398.63988,356.7042,546.079634,640.509155,505.132533,363.991318,616.279429,445.712181
0.211,93.693797,124.444246,117.950548,125.083025,113.059647,52.358735,108.817875,146.628838,9.614022,19.992856,131.51034,141.273535,395.319061,299.972931,391.299722,351.518923,400.242722,360.532961,545.284245,639.553659,503.066564,360.972004,616.913388,445.235509
0.212,95.758441,127.943873,121.621855,127.316796,114.972678,53.315921,112.470083,149.668553,11.201164,20.469694,134.536156,144.784223,394.366048,303.785816,393.840373,350.403322,402.319055,366.753081,547.193255,639.236929,497.664549,356.203123,615.48403,444.282331
0.213,97.350225,130.008517,124.177361,128.436274,117.999339,52.674787,119.3022,152.067963,10.56836,22.381524,136.92619,147.490807,390.549026,307.920403,397.816673,350.246693,403.602001,370.751821,548.624764,638.919043,495.120585,353.501866,615.1668,445.394622
0.214,100.847862,132.07614,126.731873,130.51009,121.190463,50.126139,130.761636,157.807237,11.522035,22.858029,141.548654,150.201581,391.026199,312.688783,400.996254,349.452128,404.561539,376.500976,549.57447,639.075178,490.988646,349.685006,614.689629,444.124045
0.215,101.323714,135.416487,132.161953,131.627563,121.831596,51.40188,143.172409,161.327466,13.112158,22.378545,143.946059,155.299043,389.438891,317.615614,403.854966,349.133906,406.804173,380.172283,552.278044,638.121343,488.765553,346.826127,614.055833,441.578094
0.216,103.870489,137.32202,137.112015,132.904646,126.935916,51.406899,152.091908,166.603288,13.747448,23.65475,147.444191,158.806037,388.482401,322.227202,408.306774,348.814524,408.716375,384.325281,551.80038,637.323136,485.268576,344.284477,612.943209,442.057416
0.217,105.936789,140.978774,141.092848,134.977301,128.369443,51.564172,159.889743,171.550517,13.270609,24.765719,149.044018,162.949162,386.576376,327.789654,410.690633,348.658062,409.3617,389.115403,554.660419,636.369131,481.928554,340.788491,611.512526,441.73886
0.218,108.637384,143.683503,144.769008,135.141266,131.881638,51.881566,167.843524,176.342976,13.269447,27.470617,153.992242,166.614274,385.621872,332.39909,413.232941,350.086757,410.803426,392.79206,555.774037,635.414799,478.595817,337.44814,611.036352,440.78866
0.219,110.070714,146.067364,149.081448,135.939341,134.910799,51.881235,175.965958,182.410677,15.178786,28.10508,156.380602,170.598453,384.192523,337.167803,418.001156,349.451308,410.959522,397.57766,557.362507,635.413644,474.619518,334.112585,608.650172,439.036278
0.22,114.998376,148.771931,153.396903,139.77294,138.097235,52.996191,188.229994,187.844782,17.247237,30.649048,161.009593,175.531105,384.189709,342.891519,421.49929,350.403823,411.444062,399.18085,559.271514,634.457982,470.645699,331.727402,607.220479,438.721697
0.221,117.227096,152.428515,158.17765,140.570849,142.40131,52.678465,203.525876,193.436823,18.041802,32.559544,165.627203,181.910337,384.031926,346.069778,423.723217,351.835833,413.211035,401.580757,562.132544,631.914683,468.263989,329.661264,603.725984,438.880641
0.222,118.814904,156.086925,161.53408,142.16415,144.003986,54.2716,218.662154,200.618983,18.519797,32.717834,168.658039,188.757362,384.350317,350.997436,426.584078,352.469797,414.161529,405.883158,563.880789,630.323736,464.447458,326.484162,602.931586,439.99558
0.223,123.267217,160.059416,166.322016,143.442905,147.352548,55.543166,231.396334,209.239855,20.744709,33.83095,172.011951,192.745551,385.462784,355.13136,429.923601,353.10674,415.44532,409.398037,565.629525,629.845408,461.268702,322.986355,601.342949,437.290842
0.224,125.017777,162.128864,168.880206,147.265289,151.497677,56.342914,246.852504,214.193429,21.384135,35.104014,177.903645,198.477122,386.097576,360.374762,433.103345,353.900977,414.974843,410.35857,568.491218,627.461884,456.343361,321.080491,600.390925,437.929604
0.225,129.786823,166.419578,173.979341,152.206986,154.528347,58.25611,258.172091,221.856949,22.655208,37.330748,182.849185,204.056109,386.255865,365.938868,438.34724,355.64922,416.413886,413.395601,569.285784,625.235977,454.116127,317.264623,597.372106,436.499252
0.226,131.853453,168.964701,177.498726,157.304614,158.99488,58.580694,267.427902,228.402498,23.608389,37.965873,186.510453,210.273713,388.321012,369.435188,442.640109,357.079901,415.779445,415.14952,571.669974,623.009245,450.462354,316.791759,597.531546,437.137518
0.227,136.46554,173.73474,181.325632,162.408768,162.025385,59.533193,274.925286,235.265094,23.608388,39.87538,190.665455,215.690739,389.75269,374.364173,446.610778,358.351969,417.219498,417.379448,573.737267,619.98861,447.918387,314.72463,595.465242,435.706171
0.228,138.53118,177.552094,185.79016,166.712512,167.448938,62.081509,283.390227,241.496593,25.358947,40.832369,197.680802,221.902826,390.864986,378.973445,450.903974,358.509258,416.57853,420.57844,573.416394,616.967145,445.057355,310.590706,594.037209,436.977901
0.229,142.985973,181.209507,189.619403,171.018757,171.111714,62.727497,290.581598,249.955008,26.632503,42.739557,202.153696,228.279375,391.500279,382.469928,456.467917,360.09872,419.304362,422.49331,576.757076,614.583781,441.085521,310.271985,592.765638,434.912095
0.23,146.95913,185.659169,194.564943,174.366822,174.94079,64.150471,298.720116,257.281387,26.788799,46.236205,209.010428,236.09162,393.565921,386.921083,462.349248,361.051904,419.306714,424.565287,578.982154,613.470664,438.066375,308.524571,590.38194,435.389927
0.231,149.186531,189.317745,199.67077,177.398832,181.793679,66.072712,305.918195,266.219638,29.335084,47.190712,213.960324,242.622936,396.904291,391.529694,466.165773,363.276321,419.155968,426.003335,578.348187,610.132135,435.840799,305.346476,590.861091,434.916891
0.232,154.751132,194.724393,205.097007,180.435863,184.824847,67.816925,311.990268,271.966433,30.129813,47.828484,220.654102,250.433508,398.970596,395.980349,471.24956,364.387286,420.437738,427.914859,579.777874,609.018191,432.02576,303.757512,589.587866,433.484553
0.233,159.998344,198.221372,214.016687,185.689753,190.564287,69.734809,318.712339,278.82401,30.44771,49.257507,229.113013,256.807555,401.035077,399.478656,476.651905,365.342785,421.238165,429.35357,581.844836,605.3621,428.371322,302.009269,589.433053,434.440378
0.234,166.041773,202.991243,225.328406,193.663462,194.389851,70.531708,324.304063,284.882502,30.60715,51.644347,235.17452,263.819721,403.736837,404.882657,483.647851,367.089868,422.519604,431.745277,582.479955,601.708327,424.238227,300.10059,589.592496,433.330895
0.235,170.175201,207.762441,238.086705,197.648635,200.133135,72.131038,331.978632,290.461986,33.627291,52.598026,244.430164,270.351704,406.120037,407.901807,488.734455,368.201663,421.246199,434.293925,583.911128,600.275825,421.37587,297.081773,590.229601,431.265757
0.236,173.992058,212.691921,245.89779,202.110149,205.392557,74.201342,339.962229,296.196557,33.467518,55.460547,251.447693,277.529011,408.822954,412.194179,496.047122,370.902091,422.368858,434.934893,585.344127,597.733518,418.358709,295.175082,589.911876,431.107304
0.237,179.39507,216.346853,254.353355,208.169816,211.137846,75.311776,349.066465,303.367669,34.739917,56.258588,258.145977,284.704479,411.049361,417.279134,501.607918,371.063686,423.808745,436.689989,586.135871,595.508439,417.40586,294.858516,590.38838,431.266582
0.238,185.120607,223.344454,262.00465,212.470711,217.833797,77.386105,356.569051,315.778272,36.014961,60.392014,267.563917,291.877098,412.160496,421.253449,507.333287,372.176802,424.451717,438.604527,587.092032,592.486642,414.067328,293.108453,590.706934,430.949513
0.239,191.800483,229.86191,269.658629,218.366248,222.772148,80.092688,365.984154,332.660596,35.853199,62.303832,275.544153,298.574388,415.338425,424.432203,515.280756,376.147806,424.926882,441.00059,588.683807,590.261729,409.299274,291.359384,592.295072,429.995834
0.24,198.320422,234.473828,279.225638,222.837468,228.676216,83.281476,374.924093,351.621771,39.19289,65.482922,286.722204,304.797689,417.882061,426.021997,521.160437,376.149127,426.213174,442.442648,588.684802,588.675249,407.708653,288.978006,592.773398,428.7246
0.241,204.200601,240.832168,291.01653,228.578747,235.219745,82.643175,385.606572,364.051793,39.989608,68.345435,299.965204,311.023164,420.265096,432.221225,528.789681,377.420862,425.417782,446.424309,589.47804,586.608288,405.80461,289.452362,594.361535,427.930195
0.242,211.041414,246.240644,304.082848,231.454149,240.961023,86.147337,395.34659,378.213652,42.057235,72.002857,312.097593,318.83743,424.08146,435.083416,533.716678,379.168771,427.490769,448.179405,591.386386,584.063497,405.165677,287.387385,597.857854,427.135963
0.243,217.242799,252.757103,315.403611,235.43967,247.496865,87.90611,404.910932,390.318923,44.60186,75.658448,326.637607,323.461748,426.304884,439.057067,541.027866,380.280893,427.65808,451.367513,590.75093,579.931726,400.081389,285.160817,599.446158,426.024667
0.244,226.939502,259.436318,326.878801,239.106123,251.968417,91.417129,415.914467,402.262069,45.079526,79.477787,343.400509,329.205861,428.850009,443.34613,547.705919,382.188081,429.256235,453.286242,592.97717,578.660158,399.128706,284.685798,603.736877,425.068505
0.245,232.343675,265.955756,335.328503,242.454354,257.867963,93.168381,426.121102,419.934103,48.098676,82.49909,359.858573,334.954511,431.232543,449.23144,552.948821,383.619918,429.579824,457.751102,592.658447,578.183156,395.948292,282.460721,605.009276,426.024499
0.246,242.20214,271.836598,342.026968,244.212795,264.729896,96.03893,435.207929,441.754778,51.11915,85.519894,378.709851,340.214265,434.729357,452.568478,560.73668,385.050429,431.014676,460.458696,593.13777,575.162848,392.928147,280.553865,608.821168,423.161984
0.247,248.406341,279.62661,349.841731,248.364285,273.023335,97.310661,443.174432,463.257396,53.506325,88.543678,394.996248,345.807647,437.27266,457.020793,565.50556,386.639061,431.820288,463.981095,592.501488,573.733658,391.659057,280.871592,609.935946,420.297478
0.248,257.149206,288.531072,356.857409,251.073387,277.809433,100.181889,451.942025,485.403333,57.640583,93.471833,411.770538,352.034294,440.928088,461.311674,571.386893,389.341472,431.984087,469.556736,593.456155,572.14221,389.751375,278.166364,614.222854,420.776637
0.249,264.780442,295.366752,364.353783,254.741679,285.466757,101.460313,461.338029,500.216696,62.249361,96.018116,430.618304,359.53519,443.471887,467.352123,577.107957,390.135206,434.372282,472.590919,595.521796,569.918787,387.525138,277.849465,618.512749,420.459075
0.25,274.162239,299.499516,369.778513,256.81869,290.573926,103.852186,468.516165,513.283013,66.228314,100.471257,447.875619,365.596863,446.652464,471.008382,582.670576,392.52122,434.698208,478.174262,594.726074,566.897654,382.915202,277.05573,620.897769,417.118396
0.251,281.795793,307.130255,373.287528,258.095607,298.071295,105.125756,473.457183,524.752834,72.426881,106.355408,469.123971,370.388161,450.46518,477.368046,587.439121,393.792788,433.742363,481.845056,595.52047,567.854144,382.91702,274.0341,625.02772,416.959786
0.252,290.698768,315.399429,376.31954,259.536323,305.090832,108.477333,479.670099,533.995425,75.129296,110.968155,490.386884,375.660802,453.328528,481.815885,591.09604,396.176146,435.974627,487.58433,595.680412,565.787182,380.372724,274.352982,627.885939,415.84551
0.253,299.124735,323.348888,376.963191,260.014502,311.954095,110.389022,485.721053,544.35766,78.630082,118.125367,514.980948,382.042552,457.140254,486.58526,596.18165,396.971374,435.501136,493.803788,596.157914,563.880327,378.942702,273.7172,630.90575,414.573114
0.254,307.235293,332.569091,377.603496,262.41358,318.978652,113.579648,489.220345,553.77225,82.92312,122.895076,536.543846,388.604666,459.844981,491.831478,601.426372,398.242275,438.210072,499.387116,595.838863,562.767205,376.55918,273.240693,634.71847,412.029154
0.255,317.568778,339.565208,378.729003,264.329294,326.15412,116.439495,493.362791,559.836274,88.329439,128.93983,560.338162,399.452949,463.976751,497.871432,604.923683,399.990847,439.32135,504.810006,596.633926,563.244208,374.332275,272.92297,637.25979,410.755764
0.256,324.884268,348.468675,379.374659,266.250872,332.861117,120.750926,497.345116,563.348138,93.575657,137.048238,579.657415,406.967064,467.155671,503.596639,608.419169,401.420699,439.48732,511.35153,597.269545,561.178903,372.425752,271.808858,639.961211,410.279924
0.257,333.947177,355.94262,378.739887,265.926951,341.788334,123.134764,499.8961,565.266702,99.938634,143.568838,598.341714,415.75374,470.01703,507.726255,611.755217,403.806047,441.557292,517.412374,597.429485,559.590928,372.586682,270.695739,643.617304,407.891764
0.258,343.64521,364.366267,375.71826,268.004294,346.895503,126.486341,502.12752,564.318559,104.232829,152.950634,617.184627,424.378471,472.87988,513.290527,615.096891,403.645777,441.721091,522.678323,596.633763,560.067434,369.565546,271.651238,644.728108,407.415262
0.259,353.184462,372.157114,375.091025,271.041657,355.354414,130.783723,505.310428,565.924251,109.318777,161.220963,634.592009,431.086644,475.901012,518.217527,617.319155,405.869531,442.197928,529.375612,599.01895,559.433139,368.767838,270.855516,648.382707,407.569741
0.26,362.723052,379.943321,373.976068,270.886902,362.692506,135.724078,509.132977,566.567405,115.042327,168.218071,654.227298,437.480437,479.557267,523.781635,621.611032,406.984302,443.950175,537.188536,598.224386,557.843016,366.064593,269.743392,650.607457,405.345161
0.261,370.673997,388.845629,371.112709,270.093018,371.628586,140.82421,513.424828,568.169915,120.132913,176.961766,675.918165,444.984348,482.259015,527.914235,623.676168,409.844011,442.833711,543.408491,599.178392,557.686385,365.430959,270.378515,654.101454,405.343346
0.262,381.009302,396.31825,368.564574,270.737332,378.177979,145.121758,515.032689,570.407877,124.583241,184.117491,696.813806,453.931477,486.071733,534.58931,626.856745,409.52678,445.705436,551.226766,600.290356,558.004109,364.637883,269.900851,655.689925,403.27424
0.263,389.277979,405.060287,367.453296,272.654554,385.997431,149.739534,519.169619,571.207791,132.215307,193.659392,716.436524,463.990894,488.774971,538.721744,629.399054,410.636921,446.184278,556.490198,600.926804,559.593732,362.88848,268.627793,660.457978,404.385043
0.264,398.499506,413.644372,366.338174,272.178892,395.888859,153.889351,523.470166,572.639976,139.370867,203.516375,732.70016,472.303416,492.274269,542.378665,631.14729,413.499441,445.866055,563.186658,601.563579,558.004102,360.980795,268.46918,660.137936,403.747776
0.265,407.878154,423.662938,364.430494,273.934319,404.188983,159.622083,527.294223,575.189634,144.617087,212.422161,747.530269,483.324029,495.452356,547.464609,633.054481,415.56607,447.618135,570.683364,602.834487,558.802148,361.138254,269.74009,661.567293,402.94941
0.266,417.260942,432.724526,362.51663,274.099294,413.603076,164.718203,532.233403,578.223982,152.250972,223.07553,763.789548,491.148334,497.676939,552.55188,635.597781,417.311662,447.939705,578.021124,603.151718,557.847641,360.344845,270.536642,662.20324,402.470424
0.267,426.959137,441.308943,359.964967,276.340934,421.101786,169.973435,537.499352,580.934922,159.723924,232.139766,779.089124,500.411515,501.175237,557.16347,637.027467,419.539226,450.481826,584.400522,603.630542,559.121693,360.027943,271.011993,664.268881,404.058567
0.268,436.497395,450.690738,359.492487,278.571691,431.63887,175.230672,542.74973,585.872262,169.264173,241.681172,794.858844,508.558565,503.560751,562.406542,640.842833,421.604035,450.008501,590.300913,605.220169,558.961419,359.230066,271.966999,667.287203,401.989794
0.269,446.355864,459.436421,359.327346,279.848442,440.093756,181.927464,548.327541,587.306452,177.534338,252.176585,812.862502,517.505528,506.578905,566.060979,643.705187,423.19416,450.487011,595.24579,606.650189,558.645841,359.229567,272.760241,665.854205,403.419648
0.27,457.16784,469.611622,357.740406,279.693521,450.631684,186.543401,554.063288,592.887609,187.710033,263.465077,829.59794,526.286687,509.441091,570.989469,644.50008,424.464898,451.916015,604.016066,607.127026,556.260322,357.801868,271.16863,667.921004,404.687748
0.271,466.545827,479.628373,357.895492,280.96994,459.7309,191.479399,561.228717,595.438096,197.406912,274.595283,845.681361,536.1833,511.666501,575.279855,646.723501,427.486529,453.832227,610.073729,608.399254,558.645176,357.958662,272.760743,666.806892,403.253926
0.272,475.927787,488.371902,357.898176,283.368174,469.943897,198.170162,568.885363,598.470937,210.12427,285.884434,859.701518,544.322978,517.390546,581.004568,649.10951,428.120162,455.42185,615.970939,609.191337,558.647494,357.956838,274.667932,667.602285,403.728785
0.273,486.262431,499.502106,357.737723,285.292254,481.757565,205.815925,574.939514,602.776006,225.702158,297.967489,872.92259,553.10263,519.139449,586.246148,652.288928,430.344248,455.423854,621.078108,609.351113,558.011372,359.385861,274.824561,667.441519,405.793433
0.274,496.437136,510.154807,357.580284,287.846931,494.372987,212.193153,583.864214,607.079584,243.825005,310.051538,885.184803,562.202178,521.364361,590.219142,654.674108,434.953356,457.175438,628.89153,610.624334,558.331084,357.000675,276.254749,668.077965,405.632837
0.275,507.727111,519.534782,359.013463,289.92343,507.455206,217.445867,590.565678,612.827042,255.905414,323.089429,896.486981,572.728875,525.019791,595.783748,657.535303,437.655602,458.293574,633.360248,611.418568,558.329262,360.021147,277.050803,668.235921,406.901264
0.276,518.060602,530.024397,360.771064,292.315137,520.380816,224.304619,600.600315,617.134463,270.688568,336.289245,910.501605,579.112298,527.086587,601.029801,661.827176,438.766239,457.498514,639.253433,613.80243,559.76342,359.542817,277.04965,666.962861,408.169525
0.277,529.508862,540.199102,363.486692,296.464789,532.034031,229.886274,609.69216,621.447733,282.928584,348.373461,921.96089,588.515674,529.789821,606.433307,664.529423,442.106092,461.011372,645.15717,613.326585,558.809245,360.495503,279.908364,667.757927,409.760153
0.278,539.842681,549.896307,364.124314,298.066968,545.119763,237.21817,619.577724,625.595711,296.282048,363.476325,931.34351,596.334446,532.808475,612.472272,667.868115,444.330179,462.277919,650.26752,614.756604,557.378563,360.970356,281.182251,667.279597,411.348126
0.279,551.608498,562.136817,367.155158,302.846704,558.526732,240.407952,629.619897,630.547446,314.56317,377.627174,942.166845,605.268522,535.83044,618.352949,671.523047,447.984281,463.079009,656.481114,614.758923,559.129785,363.036156,281.33938,666.484539,411.502769
0.28,564.169547,570.402679,370.189506,306.353714,571.930686,247.738175,639.661889,637.253433,336.021891,398.6099,951.071452,614.510932,537.099029,623.759272,675.658455,451.480767,464.197145,661.267045,615.235098,558.809904,363.036154,282.293389,667.278276,412.136736
0.281,575.615151,582.326291,373.065587,309.075703,586.772839,253.160553,650.189597,644.58851,359.390456,420.866342,957.267636,621.837311,537.895592,628.68561,680.586116,454.661673,466.273478,666.369526,617.143943,558.016001,364.624124,285.31155,665.690798,414.363806
0.282,586.425979,594.250063,377.845489,314.172321,601.136332,259.22123,661.024147,651.29568,385.935953,442.64495,963.783038,631.55674,540.913418,634.08945,683.447472,458.155506,467.876486,671.792914,616.505178,557.379719,365.415877,287.06095,667.439539,414.361818
0.283,598.349751,606.011913,383.117468,318.486616,614.860348,264.640262,672.83061,657.675243,408.02931,463.786609,969.181976,639.369151,542.343769,639.015123,688.690373,460.860733,470.73683,676.093477,617.938013,558.969017,367.007817,288.332025,665.530033,416.904129
0.284,611.070076,618.888042,389.330052,323.432156,629.379937,271.014143,683.50923,666.127794,437.743482,482.226511,971.872491,648.299533,544.888731,644.739006,693.937084,464.830745,471.700212,681.522049,618.097459,557.699929,368.434682,289.919499,666.802762,418.017249
0.285,623.46986,630.654359,394.446265,326.778879,641.505633,278.513848,696.907486,673.787289,468.093111,501.941131,975.999201,657.21653,546.636471,649.02923,699.341577,467.216421,471.539593,685.824451,619.051963,558.968687,371.294555,290.397166,666.642324,418.016421
0.286,634.760001,643.847222,401.305681,331.401011,655.704648,284.417087,706.958522,683.354961,501.151929,525.149423,976.450247,665.652673,547.906563,653.955404,704.589112,470.872178,473.614916,690.449101,618.733245,558.653113,373.197769,291.825036,665.529375,418.651378
0.287,647.79706,658.475731,406.413015,335.873739,670.859341,289.994235,720.509032,691.334352,531.509483,551.062615,977.231409,674.254131,550.287941,657.611667,708.243215,476.274526,475.369846,697.144883,620.957662,558.653113,374.947666,293.731398,666.165657,419.921453
0.288,662.262977,672.941487,414.552031,341.928719,683.943565,297.975465,733.265823,701.691899,561.070158,580.152079,977.683963,684.771453,553.151628,662.378728,714.124884,479.929953,477.121926,700.345216,619.845704,558.972332,377.807371,295.32119,666.164334,421.672343
0.289,675.777537,687.72712,421.257189,346.398266,699.100098,302.443008,744.750552,711.261758,590.156308,610.513115,979.577066,694.003326,555.219583,664.92005,718.25847,483.110859,479.204786,705.449702,620.165256,557.856235,378.439185,296.910651,666.324272,421.83112
0.29,689.451043,703.78515,430.512004,351.187047,710.427387,309.940045,758.615938,720.986703,623.532681,639.765319,979.866996,703.718896,557.602957,670.483667,726.207099,488.195808,480.957364,710.87092,623.024797,559.128964,381.298392,298.02063,666.64134,425.807419
0.291,703.284487,718.41134,439.286969,355.332673,724.141191,316.632473,772.492042,730.231464,657.703122,667.5847,980.335949,713.118247,560.145767,673.81922,731.770869,492.169622,482.394402,715.177165,621.7529,557.538677,383.365022,299.451641,667.911417,424.531545
0.292,718.703419,735.26228,449.023807,360.275546,737.220893,322.709385,785.25034,741.719373,694.894206,696.196823,979.201563,722.510242,562.055441,677.159078,737.334492,495.666271,483.505183,720.919785,623.182092,557.539668,386.064625,301.67308,666.638194,425.328423
0.293,734.123843,752.271834,457.965751,366.340233,749.982191,330.355329,797.526269,752.395143,728.58732,730.214437,980.140164,730.31177,564.438477,680.97296,742.739651,500.434815,485.745647,724.755057,623.976825,558.175786,388.127283,303.421487,669.341935,426.282595
0.294,749.545756,768.646763,467.527243,372.880928,764.027279,338.98523,811.553285,761.487154,760.534004,772.973916,978.049254,738.433873,567.300005,685.105396,748.621152,503.293858,488.134008,729.373678,626.841831,557.220126,391.941657,305.170557,669.024043,428.668934
0.295,766.397854,785.498692,479.503535,378.143697,778.382241,345.680846,823.835922,773.282253,789.143651,820.656759,976.755757,747.831551,571.591049,686.376307,754.34238,507.743685,488.455246,733.846074,625.886666,556.425398,394.802685,307.39498,671.087199,430.418332
0.296,782.295942,804.575375,488.76019,383.88698,793.376994,354.612751,837.073725,784.441884,817.116512,866.115183,974.829491,756.755738,573.817122,689.556055,758.951154,512.195997,491.166186,738.795805,625.249558,556.268107,398.295528,309.619562,671.404927,430.419651
0.297,800.259171,822.058455,501.688152,390.113462,809.179679,362.270407,851.581934,795.119162,842.708989,910.463135,975.137493,766.147733,577.313947,693.528388,767.056902,515.691153,493.721361,743.111094,626.680079,555.632656,400.679222,311.051068,673.63067,432.96179
0.298,817.271041,842.247262,511.262532,396.495212,825.610792,371.052561,863.22594,805.161501,871.001562,949.242669,971.940672,773.633043,579.53935,695.434089,773.733799,519.189617,494.678878,746.782567,626.679749,553.882928,403.854999,315.182511,674.74131,433.282661
0.299,835.870057,859.414105,524.669336,402.236491,841.242654,379.506122,876.775952,816.323816,893.414946,991.520674,970.335478,783.34293,583.670958,698.295785,779.456022,523.004159,497.230044,752.523514,626.999465,553.882431,407.507117,316.294471,676.329443,435.508229
0.3,856.377909,878.807518,537.279406,410.214209,856.393173,390.194614,891.135751,825.727357,918.054572,1037.139874,969.210468,791.14898,586.85137,701.315759,785.655247,524.59279,499.946501,756.516225,627.953807,553.564874,411.320996,319.311966,677.918907,435.668831
0.301,875.454759,898.041158,548.290312,416.278067,872.0252,398.658048,903.404144,836.564923,938.085256,1084.032614,968.885371,799.274264,589.235231,704.652473,793.443606,527.770387,501.381866,761.468639,629.542772,552.452086,415.60923,322.492215,678.555684,439.16912
0.302,894.692038,917.272809,560.579144,424.421589,887.979476,407.599313,914.414039,848.209425,957.79722,1133.467,967.129099,807.235748,594.003116,707.038319,798.689155,531.109082,503.93487,766.25959,629.066598,551.339964,418.94594,325.191815,680.939875,438.055004
0.303,915.037969,934.439655,573.986113,430.645071,904.248131,418.291996,927.64616,858.72123,975.922038,1178.613315,964.892811,815.516465,596.86547,710.853359,804.569499,534.288,507.920209,771.363578,630.338832,550.860972,424.028573,327.735118,683.006012,440.440683
0.304,934.911034,954.945857,587.073518,439.255226,920.830984,428.349906,939.771857,868.285225,994.362099,1221.054732,965.356579,823.160223,600.838791,714.665913,811.723397,536.195023,509.676978,776.155705,629.383337,550.226516,427.204683,329.482531,683.320758,440.600284
0.305,956.531018,974.021212,599.999309,447.557709,938.212922,440.475602,950.938196,878.174632,1010.422766,1256.184456,966.778543,831.60691,604.338252,717.528766,819.03475,538.737334,512.22546,780.623414,632.563585,548.634739,432.92558,334.091142,685.863401,440.600946
0.306,979.105489,993.890804,614.054105,456.48776,954.317265,455.159827,962.256442,886.780099,1027.274191,1290.677575,967.415652,839.091557,608.948682,721.18403,823.802636,542.233154,514.939084,782.547162,631.927471,548.635236,436.260967,337.904526,686.656638,441.714561
